 
# GREAT version 2.0.2	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Disease Ontology	DOID:363	uterine neoplasm	462	1.790544e-1	1.000000e+0	8.654296e-1	1.589566e+0	3.774615e+0	6	1.814719e-2	2.884615e-2	336	1.064287e-1	1.000000e+0	7.073074e-1	1.998919e+0	2.501353e+0	5	146	1.644737e-2	3.424658e-2	30,30,32,32,38,44	CCND1,IGF1R,S100A11,TGFB1,TNFRSF1A
Disease Ontology	DOID:5485	synovial sarcoma	463	1.825205e-1	1.000000e+0	8.802771e-1	2.576736e+0	7.761757e-1	2	3.731614e-3	9.615385e-3	672	4.349227e-1	1.000000e+0	1.000000e+0	1.768740e+0	5.653742e-1	1	33	3.289474e-3	3.030303e-2	38,44	IGF1R
Disease Ontology	DOID:3192	neurilemmoma	464	1.831905e-1	1.000000e+0	8.816043e-1	2.570533e+0	7.780487e-1	2	3.740619e-3	9.615385e-3	224	4.960068e-2	1.000000e+0	4.944568e-1	5.558897e+0	3.597836e-1	2	21	6.578947e-3	9.523810e-2	30,32	CCND1,TGFB1
Disease Ontology	DOID:7757	childhood leukemia	465	1.839076e-1	1.000000e+0	8.831520e-1	4.922995e+0	2.031284e-1	1	9.765788e-4	4.807692e-3	455	1.873356e-1	1.000000e+0	9.193855e-1	4.864035e+0	2.055906e-1	1	12	3.289474e-3	8.333333e-2	33	AKR1C3
Disease Ontology	DOID:1395	schistosomiasis	466	1.848296e-1	1.000000e+0	8.856749e-1	4.895775e+0	2.042578e-1	1	9.820084e-4	4.807692e-3	494	2.284227e-1	1.000000e+0	1.000000e+0	3.891228e+0	2.569883e-1	1	15	3.289474e-3	6.666667e-2	32	STAT6
Disease Ontology	DOID:3342	bone inflammation disease	467	1.848484e-1	1.000000e+0	8.838683e-1	1.261775e+0	1.426562e+1	18	6.858470e-2	8.653846e-2	447	1.785917e-1	1.000000e+0	8.921594e-1	1.304808e+0	1.149594e+1	15	671	4.934211e-2	2.235469e-2	30,30,30,30,30,30,31,31,31,32,32,32,33,33,34,37,40,51	BMP7,CALM2,CCL20,CCR7,FKBP5,FTL,ITGB1,MYC,NFKBIA,S100A11,SERPINE1,SMAD3,SYK,TGFB1,TNFRSF1A
Disease Ontology	DOID:10526	conjunctival pterygium	468	1.857911e-1	1.000000e+0	8.864776e-1	4.867678e+0	2.054368e-1	1	9.876767e-4	4.807692e-3	617	3.621333e-1	1.000000e+0	1.000000e+0	2.244939e+0	4.454463e-1	1	26	3.289474e-3	3.846154e-2	30	TGFB1
Disease Ontology	DOID:6204	follicular adenoma	469	1.858398e-1	1.000000e+0	8.848193e-1	4.866261e+0	2.054966e-1	1	9.879644e-4	4.807692e-3	395	1.440681e-1	1.000000e+0	8.144407e-1	6.485380e+0	1.541930e-1	1	9	3.289474e-3	1.111111e-1	32	CCND1
Disease Ontology	DOID:3590	gestational trophoblastic neoplasm	470	1.877933e-1	1.000000e+0	8.922180e-1	4.810086e+0	2.078965e-1	1	9.995023e-4	4.807692e-3	494	2.284227e-1	1.000000e+0	1.000000e+0	3.891228e+0	2.569883e-1	1	15	3.289474e-3	6.666667e-2	33	FTL
Disease Ontology	DOID:12132	Wegener's granulomatosis	471	1.892716e-1	1.000000e+0	8.973322e-1	4.768346e+0	2.097163e-1	1	1.008252e-3	4.807692e-3	544	2.800024e-1	1.000000e+0	1.000000e+0	3.072022e+0	3.255185e-1	1	19	3.289474e-3	5.263158e-2	32	TNFRSF1A
Disease Ontology	DOID:3405	histiocytosis	472	1.894815e-1	1.000000e+0	8.964241e-1	2.513864e+0	7.955881e-1	2	3.824943e-3	9.615385e-3	681	4.446219e-1	1.000000e+0	1.000000e+0	1.716718e+0	5.825068e-1	1	34	3.289474e-3	2.941176e-2	31,51	CCR7
Disease Ontology	DOID:315	synovium neoplasm	473	1.905319e-1	1.000000e+0	8.994878e-1	2.504670e+0	7.985085e-1	2	3.838983e-3	9.615385e-3	689	4.635255e-1	1.000000e+0	1.000000e+0	1.621345e+0	6.167719e-1	1	36	3.289474e-3	2.777778e-2	38,44	IGF1R
Disease Ontology	DOID:2313	primary Actinomycetales infectious disease	474	1.909802e-1	1.000000e+0	8.997021e-1	1.642559e+0	3.044031e+0	5	1.463477e-2	2.403846e-2	467	1.938428e-1	1.000000e+0	9.268757e-1	1.630403e+0	3.066727e+0	5	179	1.644737e-2	2.793296e-2	30,30,34,40,45	CCL20,ITGB1,SOCS3,TGFB1,TXNRD1
Disease Ontology	DOID:11504	autonomic neuropathy	475	1.927785e-1	1.000000e+0	9.062619e-1	4.671871e+0	2.140470e-1	1	1.029072e-3	4.807692e-3	418	1.587399e-1	1.000000e+0	8.480053e-1	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	30	WNK1
Disease Ontology	DOID:9914	mediastinum cancer	476	1.931729e-1	1.000000e+0	9.062082e-1	4.661241e+0	2.145352e-1	1	1.031419e-3	4.807692e-3	369	1.291414e-1	1.000000e+0	7.814980e-1	7.296053e+0	1.370604e-1	1	8	3.289474e-3	1.250000e-1	32	CCND1
Disease Ontology	DOID:12881	idiopathic urticaria	477	1.942820e-1	1.000000e+0	9.095004e-1	4.631573e+0	2.159093e-1	1	1.038026e-3	4.807692e-3	418	1.587399e-1	1.000000e+0	8.480053e-1	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	30	SYK
Disease Ontology	DOID:13315	relapsing pancreatitis	478	1.942899e-1	1.000000e+0	9.076346e-1	2.472374e+0	8.089391e-1	2	3.889130e-3	9.615385e-3	479	2.048637e-1	1.000000e+0	9.550327e-1	2.382385e+0	8.394950e-1	2	49	6.578947e-3	4.081633e-2	30,32	TGFB1,TNFRSF1A
Disease Ontology	DOID:10591	pre-eclampsia	479	1.946647e-1	1.000000e+0	9.074870e-1	1.440595e+0	5.553263e+0	8	2.669838e-2	3.846154e-2	321	9.539517e-2	1.000000e+0	6.636057e-1	1.723053e+0	4.642922e+0	8	271	2.631579e-2	2.952030e-2	30,30,31,34,36,38,38,45	AQP9,CRHR1,LIPC,SERPINE1,SLC1A5,SOCS3,TFAP2C,TGFB1
Disease Ontology	DOID:12206	dengue hemorrhagic fever	480	1.956266e-1	1.000000e+0	9.100712e-1	4.596056e+0	2.175779e-1	1	1.046047e-3	4.807692e-3	485	2.149624e-1	1.000000e+0	9.897135e-1	4.169173e+0	2.398557e-1	1	14	3.289474e-3	7.142857e-2	30	TGFB1
Disease Ontology	DOID:9297	lip disease	481	1.957487e-1	1.000000e+0	9.087460e-1	4.592855e+0	2.177295e-1	1	1.046776e-3	4.807692e-3	369	1.291414e-1	1.000000e+0	7.814980e-1	7.296053e+0	1.370604e-1	1	8	3.289474e-3	1.250000e-1	32	ERCC1
Disease Ontology	DOID:0080006	bone development disease	482	1.961126e-1	1.000000e+0	9.085465e-1	1.971791e+0	1.521460e+0	3	7.314710e-3	1.442308e-2	526	2.618751e-1	1.000000e+0	1.000000e+0	2.012704e+0	9.936880e-1	2	58	6.578947e-3	3.448276e-2	33,38,44	HES7,IGF1R
Disease Ontology	DOID:14323	marfan syndrome	483	1.966734e-1	1.000000e+0	9.092582e-1	4.568742e+0	2.188786e-1	1	1.052301e-3	4.807692e-3	300	8.278639e-2	1.000000e+0	6.162067e-1	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	30	TGFB1
Disease Ontology	DOID:848	arthritis	484	1.975963e-1	1.000000e+0	9.116375e-1	1.257032e+0	1.352392e+1	17	6.501885e-2	8.173077e-2	481	2.071416e-1	1.000000e+0	9.616366e-1	1.280812e+0	1.093057e+1	14	638	4.605263e-2	2.194357e-2	30,30,30,30,30,30,31,31,31,32,32,32,33,34,37,40,51	BMP7,CALM2,CCL20,CCR7,FKBP5,ITGB1,MYC,NFKBIA,S100A11,SERPINE1,SMAD3,SYK,TGFB1,TNFRSF1A
Disease Ontology	DOID:229	female reproductive system disease	485	1.986767e-1	1.000000e+0	9.147321e-1	1.291744e+0	1.083806e+1	14	5.210605e-2	6.730769e-2	275	6.889386e-2	1.000000e+0	5.594181e-1	1.587426e+0	8.189360e+0	13	478	4.276316e-2	2.719665e-2	30,30,31,31,32,32,32,33,33,33,35,38,38,41	AKAP13,AKR1C3,AQP9,CCND1,FEM1B,GNLY,GYS1,PDE8A,SERPINE1,SHC1,STAT6,TGFB1,TNFRSF1A
Disease Ontology	DOID:13139	crescentic glomerulonephritis	486	2.005099e-1	1.000000e+0	9.212729e-1	4.471056e+0	2.236608e-1	1	1.075292e-3	4.807692e-3	341	1.139552e-1	1.000000e+0	7.462228e-1	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	30	TGFB1
Disease Ontology	DOID:3737	verrucous carcinoma	487	2.008432e-1	1.000000e+0	9.209094e-1	4.462746e+0	2.240773e-1	1	1.077295e-3	4.807692e-3	418	1.587399e-1	1.000000e+0	8.480053e-1	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	32	CCND1
Disease Ontology	DOID:2891	thyroid adenoma	488	2.019941e-1	1.000000e+0	9.242886e-1	4.434256e+0	2.255170e-1	1	1.084216e-3	4.807692e-3	418	1.587399e-1	1.000000e+0	8.480053e-1	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	32	CCND1
Disease Ontology	DOID:289	endometriosis	489	2.027923e-1	1.000000e+0	9.260434e-1	1.424169e+0	5.617312e+0	8	2.700631e-2	3.846154e-2	417	1.578402e-1	1.000000e+0	8.452210e-1	1.577525e+0	4.437331e+0	7	259	2.302632e-2	2.702703e-2	30,30,31,32,32,32,38,41	AKAP13,CCND1,SERPINE1,SHC1,STAT6,TGFB1,TNFRSF1A
Disease Ontology	DOID:1168	familial hyperlipidemia	490	2.035766e-1	1.000000e+0	9.277276e-1	1.934491e+0	1.550795e+0	3	7.455746e-3	1.442308e-2	631	3.750510e-1	1.000000e+0	1.000000e+0	1.536011e+0	1.302074e+0	2	76	6.578947e-3	2.631579e-2	30,31,31	SCD,SERPINE1
Disease Ontology	DOID:896	inborn errors metal metabolism	491	2.048198e-1	1.000000e+0	9.314921e-1	2.386544e+0	8.380319e-1	2	4.028999e-3	9.615385e-3	413	1.556133e-1	1.000000e+0	8.413668e-1	2.847240e+0	7.024346e-1	2	41	6.578947e-3	4.878049e-2	33,33	FTL,SMAD6
Disease Ontology	DOID:6132	bronchitis	492	2.103619e-1	1.000000e+0	9.547523e-1	4.236453e+0	2.360465e-1	1	1.134839e-3	4.807692e-3	485	2.149624e-1	1.000000e+0	9.897135e-1	4.169173e+0	2.398557e-1	1	14	3.289474e-3	7.142857e-2	30	TGFB1
Disease Ontology	DOID:1657	ventricular septal defect	493	2.106317e-1	1.000000e+0	9.540377e-1	4.230336e+0	2.363878e-1	1	1.136480e-3	4.807692e-3	326	9.850503e-2	1.000000e+0	6.747292e-1	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	51	RTN4
Disease Ontology	DOID:0050451	Brugada syndrome	494	2.130172e-1	1.000000e+0	9.628895e-1	4.176916e+0	2.394111e-1	1	1.151015e-3	4.807692e-3	326	9.850503e-2	1.000000e+0	6.747292e-1	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	31	SCN1B
Disease Ontology	DOID:4928	intrahepatic cholangiocarcinoma	495	2.146414e-1	1.000000e+0	9.682712e-1	2.312097e+0	8.650156e-1	2	4.158729e-3	9.615385e-3	684	4.541553e-1	1.000000e+0	1.000000e+0	1.667669e+0	5.996393e-1	1	35	3.289474e-3	2.857143e-2	30,32	DUSP1
Disease Ontology	DOID:1070	chronic simple glaucoma	496	2.159667e-1	1.000000e+0	9.722856e-1	2.302431e+0	8.686472e-1	2	4.176189e-3	9.615385e-3	748	5.790563e-1	1.000000e+0	1.000000e+0	1.167368e+0	8.566276e-1	1	50	3.289474e-3	2.000000e-2	30,31	SERPINE1
Disease Ontology	DOID:10009	malignant neoplasm of endocrine gland	497	2.166471e-1	1.000000e+0	9.733863e-1	1.365368e+0	6.591627e+0	9	3.169051e-2	4.326923e-2	482	2.083840e-1	1.000000e+0	9.653972e-1	1.454018e+0	4.814247e+0	7	281	2.302632e-2	2.491103e-2	30,31,31,31,32,32,33,48,51	CCND1,CCR7,CDC25B,ERCC1,GAPDH,ID1,TGFB1
Disease Ontology	DOID:0060043	sexual disease	498	2.188111e-1	1.000000e+0	9.811349e-1	4.052000e+0	2.467917e-1	1	1.186499e-3	4.807692e-3	326	9.850503e-2	1.000000e+0	6.747292e-1	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	30	TGFB1
Disease Ontology	DOID:0050503	(-)ssRNA virus infectious disease	499	2.194019e-1	1.000000e+0	9.818125e-1	1.559431e+0	3.206297e+0	5	1.541489e-2	2.403846e-2	635	3.756680e-1	1.000000e+0	1.000000e+0	1.289910e+0	3.100992e+0	4	181	1.315789e-2	2.209945e-2	30,30,34,42,45	ANXA2,ATXN10,SOCS3,TGFB1
Disease Ontology	DOID:2403	aneurysm	500	2.207181e-1	1.000000e+0	9.857270e-1	1.855004e+0	1.617247e+0	3	7.775228e-3	1.442308e-2	631	3.750510e-1	1.000000e+0	1.000000e+0	1.536011e+0	1.302074e+0	2	76	6.578947e-3	2.631579e-2	30,31,51	RTN4,SERPINE1
MSigDB Cancer Neighborhood	MORF_AP2M1	Neighborhood of AP2M1	1	4.214798e-11	1.799719e-8	1.799719e-8	8.366675e+0	2.031871e+0	17	9.768609e-3	8.173077e-2	1	2.633389e-6	1.124457e-3	1.124457e-3	4.270860e+0	3.512173e+0	15	205	4.934211e-2	7.317073e-2	30,30,31,32,32,32,32,32,33,34,34,35,38,40,41,43,46	ACTN4,ARHGDIA,BANF1,CALM2,LASP1,LASP1,LDHA,MRPS12,PCBP2,PKM2,POLR2I,PRMT1,PSMD8,UBC,WBP2
MSigDB Cancer Neighborhood	GCM_CSNK2B	Neighborhood of CSNK2B	2	1.347738e-10	5.754841e-8	2.877421e-8	1.636998e+1	6.719617e-1	11	3.230585e-3	5.288462e-2	4	2.587457e-5	1.104844e-2	2.762110e-3	5.772701e+0	1.559062e+0	9	91	2.960526e-2	9.890110e-2	30,30,31,32,34,35,36,40,41,41,46	ACTG1,EIF4B,PCBP1,PCBP2,PFN1,PRMT1,PSMD8,SNRPA,UBC
MSigDB Cancer Neighborhood	MORF_UBE2I	Neighborhood of UBE2I	3	1.688632e-10	7.210459e-8	2.403486e-8	7.634185e+0	2.226826e+0	17	1.070589e-2	8.173077e-2	2	5.922703e-6	2.528994e-3	1.264497e-3	3.997837e+0	3.752029e+0	15	219	4.934211e-2	6.849315e-2	30,30,30,32,32,32,32,32,33,34,34,37,37,38,40,41,46	ACTG1,ATXN10,BANF1,CALM2,LDHA,PCBP2,POLR2A,POLR2I,PSMB3,PSMD8,RPS19,RPS27A,UBC,UQCRHL,ZNF384
MSigDB Cancer Neighborhood	MORF_RAN	Neighborhood of RAN	4	7.368273e-10	3.146253e-7	7.865631e-8	6.420137e+0	2.803679e+0	18	1.347922e-2	8.653846e-2	5	3.589708e-5	1.532805e-2	3.065611e-3	3.433437e+0	4.368801e+0	15	255	4.934211e-2	5.882353e-2	30,30,30,30,31,32,32,32,33,34,34,35,36,37,38,40,41,46	ACTG1,ATXN10,BANF1,CALM2,LDHA,MRPS12,PCBP2,POLR2I,PRMT1,PSMB3,PSMD8,RPS27A,SNRPA,UBC,UQCRHL
MSigDB Cancer Neighborhood	MORF_FBL	Neighborhood of FBL	5	4.761176e-8	2.033022e-5	4.066044e-6	9.216325e+0	1.193534e+0	11	5.738146e-3	5.288462e-2	14	3.422137e-4	1.461252e-1	1.043752e-2	4.136345e+0	2.175834e+0	9	127	2.960526e-2	7.086614e-2	30,30,31,31,32,33,34,36,36,37,56	ATXN10,AURKB,BANF1,EIF4B,POLR2I,PRMT1,PSMD8,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	GCM_APEX1	Neighborhood of APEX1	6	6.319899e-8	2.698597e-5	4.497661e-6	1.043384e+1	9.584199e-1	10	4.607788e-3	4.807692e-2	3	1.654697e-5	7.065556e-3	2.355185e-3	5.404483e+0	1.850316e+0	10	108	3.289474e-2	9.259259e-2	30,30,30,31,32,32,34,35,36,41	ACTG1,EIF4B,PCBP1,PCBP2,PFN1,PRMT1,PSMD8,RPS19,SNRPA,SNRPF
MSigDB Cancer Neighborhood	MORF_ANP32B	Neighborhood of ANP32B	7	6.537361e-8	2.791453e-5	3.987790e-6	7.024338e+0	1.850708e+0	13	8.897635e-3	6.250000e-2	12	2.968985e-4	1.267757e-1	1.056464e-2	3.547252e+0	3.100992e+0	11	181	3.618421e-2	6.077348e-2	30,30,31,31,32,32,33,34,34,36,36,37,56	ATXN10,AURKB,AZIN1,BANF1,CALM2,EIF4B,PCBP2,PSMD8,RPS27A,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	MORF_NME2	Neighborhood of NME2	8	6.847789e-8	2.924006e-5	3.655007e-6	7.813555e+0	1.535793e+0	12	7.383619e-3	5.769231e-2	13	3.119689e-4	1.332107e-1	1.024698e-2	3.814929e+0	2.621280e+0	10	153	3.289474e-2	6.535948e-2	30,30,32,32,32,32,33,34,40,41,41,46	ACTG1,BANF1,CALM2,LDHA,PCBP2,PFN1,PSMD8,RPS19,RPS27A,UBC
MSigDB Cancer Neighborhood	MORF_DEK	Neighborhood of DEK	9	2.412522e-7	1.030147e-4	1.144608e-5	4.924337e+0	3.249168e+0	16	1.562100e-2	7.692308e-2	8	5.952934e-5	2.541903e-2	3.177379e-3	3.462533e+0	4.043282e+0	14	236	4.605263e-2	5.932203e-2	30,30,30,31,31,32,32,33,34,34,36,36,37,37,51,56	ATXN10,AURKB,BANF1,CALM2,CLTC,LDHA,PCBP2,POLR2A,POLR2I,PRMT1,RPS27A,RTN4,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	MORF_BECN1	Neighborhood of BECN1	10	3.536414e-7	1.510049e-4	1.510049e-5	7.519420e+0	1.462879e+0	11	7.033071e-3	5.288462e-2	7	5.490421e-5	2.344410e-2	3.349157e-3	5.253158e+0	1.713255e+0	9	100	2.960526e-2	9.000000e-2	31,32,32,34,34,34,37,37,40,41,46	CALM2,CSNK1D,ERCC1,LASP1,LASP1,MAN2C1,POLR2A,RABAC1,UBC
MSigDB Cancer Neighborhood	MORF_CSNK2B	Neighborhood of CSNK2B	11	2.086445e-6	8.909120e-4	8.099200e-5	4.753339e+0	2.945298e+0	14	1.416009e-2	6.730769e-2	11	2.104584e-4	8.986574e-2	8.169612e-3	3.072022e+0	4.557259e+0	14	266	4.605263e-2	5.263158e-2	30,30,31,31,32,32,32,33,34,35,36,37,38,49	ARHGDIA,ATP5H,ATXN10,BANF1,CALM2,EIF4B,NDUFS8,POLR2I,PRMT1,PSMD8,SLC1A5,SMG7,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	MORF_ACTG1	Neighborhood of ACTG1	12	3.690405e-6	1.575803e-3	1.313169e-4	6.625034e+0	1.509426e+0	10	7.256856e-3	4.807692e-2	22	3.001348e-3	1.000000e+0	5.825344e-2	3.311683e+0	2.415690e+0	8	141	2.631579e-2	5.673759e-2	30,30,32,32,32,34,40,41,41,46	ACTG1,CALM2,LDHA,PCBP2,PFN1,RPS19,RPS27A,UBC
MSigDB Cancer Neighborhood	MORF_EIF4A2	Neighborhood of EIF4A2	13	6.968744e-6	2.975654e-3	2.288964e-4	6.155737e+0	1.624501e+0	10	7.810101e-3	4.807692e-2	19	1.722359e-3	7.354473e-1	3.870775e-2	3.619747e+0	2.210099e+0	8	129	2.631579e-2	6.201550e-2	30,30,32,32,34,34,37,40,41,46	ACTG1,CALM2,DDX5,PCBP2,RPS27A,UBC,UQCRHL,ZNF384
MSigDB Cancer Neighborhood	GCM_ACTG1	Neighborhood of ACTG1	14	7.537870e-6	3.218670e-3	2.299050e-4	6.979211e+0	1.289544e+0	9	6.199731e-3	4.326923e-2	10	2.103567e-4	8.982231e-2	8.982231e-3	4.414418e+0	2.038774e+0	9	119	2.960526e-2	7.563025e-2	30,30,30,31,32,35,36,37,38	ACTG1,PCBP1,PRMT1,PSMB3,RPS19,RPS27A,SNRPA,SNRPF,UQCRHL
MSigDB Cancer Neighborhood	GCM_PSME1	Neighborhood of PSME1	15	9.852996e-6	4.207229e-3	2.804820e-4	9.713626e+0	7.206372e-1	7	3.464602e-3	3.365385e-2	15	3.487912e-4	1.489338e-1	9.928923e-3	5.306220e+0	1.319206e+0	7	77	2.302632e-2	9.090909e-2	30,30,31,32,35,38,41	ACTG1,PCBP1,PFN1,PRMT1,PSMB3,RPS19,SNRPF
MSigDB Cancer Neighborhood	MORF_JUND	Neighborhood of JUND	16	1.031653e-5	4.405158e-3	2.753224e-4	9.644025e+0	7.258380e-1	7	3.489606e-3	3.365385e-2	29	5.099990e-3	1.000000e+0	7.509296e-2	4.489879e+0	1.113616e+0	5	65	1.644737e-2	7.692308e-2	30,30,34,34,40,41,46	ACTG1,DDX5,PCBP2,RPS27A,UBC
MSigDB Cancer Neighborhood	MORF_NPM1	Neighborhood of NPM1	17	1.143683e-5	4.883526e-3	2.872663e-4	5.809659e+0	1.721271e+0	10	8.275343e-3	4.807692e-2	31	6.179663e-3	1.000000e+0	8.511987e-2	2.936776e+0	2.724076e+0	8	159	2.631579e-2	5.031447e-2	30,30,32,32,34,37,40,41,41,46	ACTG1,LDHA,PCBP2,PFN1,RPS19,RPS27A,UBC,UQCRHL
MSigDB Cancer Neighborhood	GCM_CBFB	Neighborhood of CBFB	18	1.288392e-5	5.501434e-3	3.056352e-4	9.313884e+0	7.515662e-1	7	3.613299e-3	3.365385e-2	9	7.988899e-5	3.411260e-2	3.790289e-3	6.698016e+0	1.045086e+0	7	61	2.302632e-2	1.147541e-1	30,30,34,34,35,36,41	ACTG1,ATXN10,DDX5,PCBP1,PFN1,SNRPA,SNRPF
MSigDB Cancer Neighborhood	MORF_PCNA	Neighborhood of PCNA	19	2.269103e-5	9.689070e-3	5.099510e-4	8.518507e+0	8.217403e-1	7	3.950674e-3	3.365385e-2	33	9.285079e-3	1.000000e+0	1.201433e-1	3.891228e+0	1.284941e+0	5	75	1.644737e-2	6.666667e-2	30,31,31,32,33,36,56	AURKB,BANF1,POLR2I,PRMT1,PSMD8
MSigDB Cancer Neighborhood	GCM_PFN1	Neighborhood of PFN1	20	2.669097e-5	1.139704e-2	5.698522e-4	1.478581e+1	3.381621e-1	5	1.625779e-3	2.403846e-2	17	1.215580e-3	5.190527e-1	3.053251e-2	6.209406e+0	8.052299e-1	5	47	1.644737e-2	1.063830e-1	31,32,32,36,41	PFN1,PRMT1,PSMD8,RPS19,SNRPA
MSigDB Cancer Neighborhood	MORF_SOD1	Neighborhood of SOD1	21	6.699712e-5	2.860777e-2	1.362275e-3	3.684033e+0	3.528742e+0	13	1.696510e-2	6.250000e-2	16	5.325150e-4	2.273839e-1	1.421149e-2	2.941044e+0	4.420198e+0	13	258	4.276316e-2	5.038760e-2	30,31,31,32,32,33,33,34,35,36,37,49,51	ATP5H,ATXN10,BANF1,CALM2,CFDP1,NDUFS8,POLR2I,PRMT1,PSMD8,RTN4,SMG7,SNRPA,UQCRHL
MSigDB Cancer Neighborhood	GCM_NPM1	Neighborhood of NPM1	22	1.286493e-4	5.493325e-2	2.496966e-3	6.440858e+0	1.086812e+0	7	5.225056e-3	3.365385e-2	24	3.493195e-3	1.000000e+0	6.214976e-2	3.584026e+0	1.953111e+0	7	114	2.302632e-2	6.140351e-2	30,30,30,30,31,32,37	ACTG1,EIF4B,PRMT1,RPS19,RPS27A,SNRPF,UQCRHL
MSigDB Cancer Neighborhood	MORF_TPT1	Neighborhood of TPT1	23	1.473523e-4	6.291943e-2	2.735627e-3	6.298691e+0	1.111342e+0	7	5.342990e-3	3.365385e-2	56	3.449632e-2	1.000000e+0	2.630344e-1	2.779449e+0	1.798918e+0	5	105	1.644737e-2	4.761905e-2	30,30,32,34,40,41,46	ACTG1,PCBP2,RPS19,RPS27A,UBC
MSigDB Cancer Neighborhood	MORF_RAB1A	Neighborhood of RAB1A	24	1.611947e-4	6.883014e-2	2.867922e-3	4.217107e+0	2.371294e+0	10	1.140045e-2	4.807692e-2	18	1.255651e-3	5.361630e-1	2.978683e-2	3.189531e+0	3.135257e+0	10	183	3.289474e-2	5.464481e-2	30,32,34,34,34,37,37,38,43,51	ACTN4,CALM2,CLTC,CSNK1D,LASP1,LASP1,POLR2A,RABAC1,RTN4,WBP2
MSigDB Cancer Neighborhood	MORF_PPP1CA	Neighborhood of PPP1CA	25	1.778692e-4	7.595015e-2	3.038006e-3	5.225107e+0	1.531069e+0	8	7.360909e-3	3.846154e-2	26	4.199324e-3	1.000000e+0	6.896582e-2	3.133875e+0	2.552750e+0	8	149	2.631579e-2	5.369128e-2	30,31,32,32,33,33,35,49	ARHGDIA,ATP5H,BANF1,CFDP1,POLR2I,PRMT1,PSMD8,SMG7
MSigDB Cancer Neighborhood	GCM_RAF1	Neighborhood of RAF1	26	1.866082e-4	7.968170e-2	3.064681e-3	1.454775e+1	2.749565e-1	4	1.321906e-3	1.923077e-2	25	3.574093e-3	1.000000e+0	6.104551e-2	6.310100e+0	6.339044e-1	4	37	1.315789e-2	1.081081e-1	31,34,34,35	DDX5,PCBP1,PCBP2,PRMT1
MSigDB Cancer Neighborhood	MORF_ERH	Neighborhood of ERH	27	2.738931e-4	1.169524e-1	4.331569e-3	5.682598e+0	1.231831e+0	7	5.922264e-3	3.365385e-2	21	2.861856e-3	1.000000e+0	5.819107e-2	3.714354e+0	1.884581e+0	7	110	2.302632e-2	6.363636e-2	30,31,32,32,33,37,38	BANF1,CALM2,POLR2I,PRMT1,PSMB3,PSMD8,UQCRHL
MSigDB Cancer Neighborhood	MORF_DAP3	Neighborhood of DAP3	28	2.813171e-4	1.201224e-1	4.290086e-3	4.332250e+0	2.077442e+0	9	9.987704e-3	4.326923e-2	27	4.228372e-3	1.000000e+0	6.687092e-2	2.886350e+0	3.118124e+0	9	182	2.960526e-2	4.945055e-2	30,31,32,32,33,34,36,37,38	ATXN10,BANF1,CALM2,POLR2I,PSMB3,PSMD8,SNRPA,UQCRHL,ZNF146
MSigDB Cancer Neighborhood	GNF2_BUB1	Neighborhood of BUB1	29	3.728113e-4	1.591904e-1	5.489325e-3	1.210521e+1	3.304361e-1	4	1.588635e-3	1.923077e-2	83	6.778704e-2	1.000000e+0	3.487357e-1	4.669474e+0	4.283138e-1	2	25	6.578947e-3	8.000000e-2	31,36,41,56	AURKB,CKS1B
MSigDB Cancer Neighborhood	MORF_DDB1	Neighborhood of DDB1	30	5.323703e-4	2.273221e-1	7.577404e-3	3.618709e+0	2.763416e+0	10	1.328566e-2	4.807692e-2	43	1.579392e-2	1.000000e+0	1.568373e-1	2.334737e+0	3.854824e+0	9	225	2.960526e-2	4.000000e-2	30,31,31,32,34,34,37,37,38,43	ACTN4,CALM2,CLTC,CSNK1D,PCGF2,POLR2A,PSMD3,RABAC1,WDR62
